Date,AvgTone
2020-12-27,57.443312892401956
2021-01-03,57.218245911412716
2021-01-10,56.58149454162556
2021-01-17,55.908626773169594
2021-01-24,56.49833266705511
2021-01-31,57.07464921026811
2021-02-07,57.1468648914692
2021-02-14,57.438868223795446
2021-02-21,57.05789018040904
2021-02-28,57.30114498636002
2021-03-07,57.10603220578062
2021-03-14,57.020191333745466
2021-03-21,57.08721940891192
2021-03-28,57.22664321173758
2021-04-04,57.61364642658454
2021-04-11,58.081309996099414
2021-04-18,57.88266197150307
2021-04-25,57.845166165673525
2021-05-02,58.11309718950078
2021-05-09,58.2587506507411
2021-05-16,58.101826976244176
2021-05-23,57.99453719098837
2021-05-30,58.5651507922245
2021-06-06,58.820233060265274
2021-06-13,58.83950032404354
2021-06-20,58.75529580316483
2021-06-27,59.03829305211029
2021-07-04,58.707241551672055
2021-07-11,58.821685533272
2021-07-18,58.77117343921139
2021-07-25,58.65771826826249
2021-08-01,58.465901047790716
2021-08-08,58.12363129616946
2021-08-15,58.00572401628339
2021-08-22,58.00514438540253
2021-08-29,58.6560977775026
2021-09-05,58.86441668110724
2021-09-12,58.63601672621842
2021-09-19,58.67580229098056
2021-09-26,58.99666997704229
2021-10-03,58.8265521211784
2021-10-10,58.727207121742865
2021-10-17,58.51086172221231
2021-10-24,57.69718928626012
2021-10-31,57.65590192330478
2021-11-07,57.32646904066776
2021-11-14,57.78836368665621
2021-11-21,57.868679866673915
2021-11-28,57.4704418712706
2021-12-05,57.27909145691863
